Gene_ID,Danio_match,Danio_symbol,Exon_length
C7879083.g1,,,113
C7880257.g1,ENSDARG00000002204,hspb11,1205
C7880335.g1,ENSDARG00000022650,cyp2ad3,1065
C7880633.g1,,,1593
C7880807.g1,ENSDARG00000020785,lama4,385
C7880993.g1,ENSDARG00000076144,si:ch211-74m13.3,676
C7881055.g1,,,339
C7881133.g1,,,266
C7881981.g1,ENSDARG00000045143,hbbe2,1037
C7882651.g1,ENSDARG00000002216,tbx3,671
C7882931.g1,,,667
C7882991.g1,,,959
C7883059.g1,ENSDARG00000087900,znf648,735
C7883681.g1,,,363
C7883989.g1,,,1146
C7885495.g1,ENSDARG00000041554,unc93a,738
C7885825.g1,ENSDARG00000086990,LRRC16B,667
C7885927.g1,,,677
C7886083.g1,ENSDARG00000062328,RASGRP2 (2 of 2),302
C7886355.g1,ENSDARG00000071462,lama3,661
C7886879.g1,ENSDARG00000063140,exd3,696
C7886883.g1,,,753
C7887577.g1,ENSDARG00000030417,PKD1,705
C7888421.g1,,,161
C7888563.g1,ENSDARG00000055302,grid2,156
C7888569.g1,ENSDARG00000016782,huwe1,723
C7888633.g1,,,251
C7889403.g1,,,1503
C7890359.g1,ENSDARG00000075327,DOCK10,650
C7890433.g1,,,806
C7890665.g1,,,823
C7891053.g1,ENSDARG00000008979,golga1,802
C7891135.g1,ENSDARG00000006383,stxbp5l,702
C7891203.g1,ENSDARG00000007561,CDH23,376
C7891287.g1,ENSDARG00000006982,msxd,510
C7891631.g1,ENSDARG00000031622,nrp2a,231
C7891749.g1,,,344
C7891867.g1,ENSDARG00000062936,NDNF,477
C7892349.g1,ENSDARG00000071592,aqp8a.2,959
C7892401.g1,ENSDARG00000059879,RPTOR,452
C7892957.g1,,,123
C7893543.g1,ENSDARG00000060070,adcy7,112
C7894403.g1,ENSDARG00000001470,si:ch211-287j19.6,464
C7894803.g1,ENSDARG00000076310,si:ch73-290k24.5,687
C7894829.g1,ENSDARG00000074275,limch1a,931
C7895149.g1,,,1391
C7895405.g1,ENSDARG00000056797,ppp2r2c,175
C7895597.g1,,,217
C7895801.g1,ENSDARG00000019307,dusp5,1175
C7896319.g1,ENSDARG00000003544,adarb1b,469
C7896889.g1,ENSDARG00000053995,GPANK1,1444
C7897779.g1,,,1044
C7897961.g1,ENSDARG00000026482,arhgap12b,243
C7898175.g1,,,720
C7898477.g1,,,872
C7899449.g1,,,1261
C7900097.g1,,,542
C7900555.g1,,,1679
C7900717.g1,ENSDARG00000060796,SLC20A2,489
C7902023.g1,,,1177
C7902517.g1,,,993
C7902679.g1,,,117
C7903067.g1,ENSDARG00000006065,znf385b,387
C7903375.g1,,,1310
C7903699.g1,ENSDARG00000001354,slc6a13l,261
C7903699.g2,ENSDARG00000001354,slc6a13l,297
C7904832.g1,ENSDARG00000060783,ACAP2 (1 of 2),401
C7904982.g1,ENSDARG00000076870,piezo1,1051
C7905230.g1,,,775
C7905238.g1,ENSDARG00000075089,CD97 (2 of 3),939
C7905656.g1,,,1827
C7906164.g1,ENSDARG00000016311,stab1,471
C7906390.g1,ENSDARG00000074311,MAST2,949
C7906394.g1,ENSDARG00000055736,dnah1,429
C7906784.g1,ENSDARG00000077169,wu:fj08f03,789
C7906888.g1,ENSDARG00000033413,si:dkey-183c16.7,478
C7906898.g1,ENSDARG00000058419,gcn1l1,614
C7906908.g1,,,451
C7907386.g1,ENSDARG00000078111,AP5Z1,767
C7907406.g1,ENSDARG00000001953,pfkfb3,940
C7908074.g1,ENSDARG00000044841,NOTCH1 (2 of 2),1716
C7908912.g1,ENSDARG00000005446,ckap5,1052
C7909052.g1,ENSDARG00000059773,SRCIN1 (1 of 2),296
C7909228.g1,ENSDARG00000058738,SLC26A6 (3 of 3),579
C7909390.g1,ENSDARG00000058558,prosapip1b,832
C7909468.g1,,,487
C7909552.g1,ENSDARG00000095833,alk,708
C7909660.g1,ENSDARG00000007823,atf3,556
C7909984.g1,ENSDARG00000075211,chd7,940
C7910032.g1,,,424
C7910280.g1,ENSDARG00000090535,LRP4,784
C7911240.g1,ENSDARG00000060725,,1584
C7911354.g1,,,388
C7912063.g1,ENSDARG00000029832,slc26a1,1627
C7912539.g1,ENSDARG00000089523,LRRC30 (2 of 2),1222
C7913181.g1,,,419
C7915158.g1,ENSDARG00000025728,grin1b,272
C7915396.g1,ENSDARG00000059472,arhgap31,334
C7915686.g1,ENSDARG00000061591,abcb10,1211
C7915760.g1,ENSDARG00000041404,BX323089.1,278
C7915844.g1,,,308
C7916254.g1,ENSDARG00000094133,si:dkey-9i23.11,605
C7916538.g1,,,544
C7916978.g1,,,408
C7918496.g1,ENSDARG00000052782,glrba,150
C7918584.g1,,,129
C7919140.g1,ENSDARG00000063509,lrrc58b,676
C7919212.g1,ENSDARG00000074856,FCGBP,599
C7919542.g1,,,1965
C7920518.g1,ENSDARG00000027963,CAMKV (1 of 2),631
C7920832.g1,ENSDARG00000074583,GRID1 (2 of 2),452
C7921040.g1,ENSDARG00000001712,CR855338.1,339
C7921158.g1,ENSDARG00000004082,cx39.9,957
C7921478.g1,ENSDARG00000014891,,645
C7922150.g1,ENSDARG00000077950,si:ch73-178d14.1,904
C7922740.g1,ENSDARG00000013928,plekhb2,755
C7923160.g1,,,1684
C7923294.g1,ENSDARG00000005861,RALGAPA2,531
C7923360.g1,ENSDARG00000089863,CCDC57 (2 of 2),759
C7923602.g1,ENSDARG00000074142,MUC2 (1 of 2),253
C7923788.g1,ENSDARG00000091211,adh8a,1150
C7924088.g1,ENSDARG00000060594,hadhab,745
C7924176.g1,,,284
C7924426.g1,,,616
C7924718.g1,ENSDARG00000090360,DCC (2 of 2),722
C7924762.g1,,,458
C7925182.g1,ENSDARG00000075859,mcf2l,585
C7925550.g1,ENSDARG00000079741,CSRNP3,557
C7926008.g1,ENSDARG00000059801,pdzd2,1410
C7926224.g1,ENSDARG00000012949,SCML2,235
C7927058.g1,ENSDARG00000056258,cdc27,226
C7927194.g1,ENSDARG00000044688,dusp4,921
C7927266.g1,,,1945
C7927380.g1,ENSDARG00000009018,rhbg,1192
C7927572.g1,ENSDARG00000088486,si:dkey-11f4.4,852
C7930020.g1,ENSDARG00000059604,MTSS1,1389
C7930344.g1,,,437
C7930424.g1,ENSDARG00000091076,CR392001.1,1817
C7930460.g1,ENSDARG00000005446,ckap5,1304
C7930818.g1,ENSDARG00000089073,akap8l,558
C7930950.g1,,,454
C7930976.g1,ENSDARG00000042221,mthfd1l,261
C7931684.g1,ENSDARG00000022939,INO80E,489
C7932230.g1,,,1964
C7932608.g1,ENSDARG00000003414,capslb,542
C7932634.g1,,,1984
C7933698.g1,ENSDARG00000060471,GCNT3,1438
C7933940.g1,ENSDARG00000073973,pcdh2aa3,1926
C7934646.g1,,,512
C7934672.g1,ENSDARG00000002148,DVL3 (1 of 2),1131
C7935104.g1,ENSDARG00000070957,im:7160594,488
C7936100.g1,ENSDARG00000018971,b3gnt5a,1249
C7936130.g1,ENSDARG00000025086,fn3krp,1440
C7936494.g1,ENSDARG00000055158,prox1a,195
C7936506.g1,ENSDARG00000071397,si:rp71-24b12.3,1098
C7936564.g1,ENSDARG00000054897,PREB,1293
C7936712.g1,,,216
C7937164.g1,,,1105
C7938450.g1,ENSDARG00000079305,hbae3,544
C7939388.g1,ENSDARG00000000503,stx1b,717
C7939554.g1,ENSDARG00000059768,gpatch8,1460
C7939944.g1,ENSDARG00000079999,RSBN1,168
C7940164.g1,ENSDARG00000075963,mhc1uba,659
C7940656.g1,,,135
C7940870.g1,ENSDARG00000003570,hsp90b1,1542
C7941250.g1,,,502
C7941262.g1,ENSDARG00000030945,,1305
C7941280.g1,,,690
C7942086.g1,ENSDARG00000088011,,156
C7942260.g1,ENSDARG00000040190,qdpra,837
C7942796.g1,ENSDARG00000091570,CT573356.3,606
C7943182.g1,,,2063
C7943506.g1,ENSDARG00000063089,CCM2L,986
C7943542.g1,,,1314
C7943696.g1,,,1733
C7944648.g1,,,264
C7944922.g1,ENSDARG00000070366,BX005001.2,981
C7945818.g1,,,658
C7946086.g1,ENSDARG00000074551,CR392045.1,284
C7946376.g1,ENSDARG00000061819,wscd2,377
C7946422.g1,,,1830
C7946604.g1,ENSDARG00000031622,nrp2a,156
C7946922.g1,ENSDARG00000089373,VWA5A (1 of 4),772
C7946980.g1,ENSDARG00000027992,hao2,916
C7947060.g1,ENSDARG00000016116,ebf1a,244
C7947262.g1,ENSDARG00000059272,KBTBD11,2044
C7947278.g1,ENSDARG00000036897,SGMS2 (2 of 2),1292
C7947484.g1,ENSDARG00000026333,xkr7,1811
C7947494.g1,ENSDARG00000026904,cbln13,727
C7947774.g1,ENSDARG00000011262,traip,692
C7948706.g1,ENSDARG00000002037,PFKFB2 (1 of 2),1135
C7948808.g1,ENSDARG00000073928,mrc1a,963
C7948820.g1,,,370
C7948832.g1,ENSDARG00000007045,CNOT4 (2 of 2),440
C7948940.g1,ENSDARG00000018559,JHDM1D (1 of 2),2104
C7949150.g1,ENSDARG00000055284,AFAP1,1130
C7949508.g1,ENSDARG00000045854,fgf23,809
C7949774.g1,ENSDARG00000089038,PLEKHG5 (1 of 2),242
C7949994.g1,,,937
C7950644.g1,ENSDARG00000052037,trim35-1,1691
C7951200.g1,ENSDARG00000010791,dla,1269
C7952786.g1,ENSDARG00000002670,ATG14,420
C7952928.g1,ENSDARG00000086495,CU459095.1,2185
C7953412.g1,,,1106
C7953478.g1,ENSDARG00000079199,megf6a,123
C7953550.g1,ENSDARG00000025311,AL773596.1,985
C7953818.g1,ENSDARG00000045156,rgs9b,1180
C7953872.g1,ENSDARG00000006394,mre11a,243
C7953932.g1,ENSDARG00000061603,sorbs2b,967
C7954400.g1,ENSDARG00000078106,ocrl,1451
C7954642.g1,,,730
C7954806.g1,ENSDARG00000057286,swap70b,792
C7954918.g1,ENSDARG00000077788,arhgef10,116
C7954996.g1,ENSDARG00000058969,CNTNAP2 (1 of 4),447
C7955134.g1,,,417
C7955704.g1,ENSDARG00000088522,CR847851.5,1725
C7955890.g1,ENSDARG00000018296,REV1,1632
C7956514.g1,ENSDARG00000051795,CU062667.1,1025
C7956524.g1,,,227
C7956552.g1,ENSDARG00000025046,AL935186.1,2126
C7956608.g1,ENSDARG00000036815,atp1a3b,1016
C7956618.g1,ENSDARG00000061473,TBKBP1,412
C7956924.g1,,,1570
C7957598.g1,ENSDARG00000075328,arhgap21a,1312
C7958238.g1,,,145
C7958624.g1,ENSDARG00000015931,SNAP91 (2 of 2),737
C7958694.g1,,,679
C7959078.g1,ENSDARG00000074233,pde4bb,323
C7959972.g1,,,223
C7960074.g1,,,651
C7960222.g1,,,668
C7960664.g1,ENSDARG00000075560,mll3b,1615
C7960804.g1,ENSDARG00000074554,sas,276
C7962128.g1,ENSDARG00000063690,nrm,1090
C7962390.g1,ENSDARG00000020469,map3k7,1705
C7962554.g1,ENSDARG00000035868,spire1a,629
C7962554.g2,ENSDARG00000035868,spire1a,621
C7962697.g1,ENSDARG00000025671,grma,435
C7963255.g1,ENSDARG00000067796,CLPX (3 of 3),1063
C7963871.g1,,,815
C7964345.g1,ENSDARG00000059544,PAPPA (1 of 2),221
C7964431.g1,,,1028
C7965107.g1,ENSDARG00000055459,dlgap3,570
C7965271.g1,,,1835
C7965321.g1,ENSDARG00000075944,nms,386
C7965581.g1,ENSDARG00000054632,fli1a,2551
C7966177.g1,ENSDARG00000077788,arhgef10,126
C7966823.g1,ENSDARG00000005791,rpl28,485
C7967205.g1,ENSDARG00000079440,coro2ba,686
C7967551.g1,ENSDARG00000038219,FNBP1 (1 of 3),346
C7967621.g1,ENSDARG00000005482,rapgef2,178
C7967685.g1,,,985
C7967745.g1,,,1488
C7968111.g1,ENSDARG00000040518,ssr1,632
C7968353.g1,ENSDARG00000043818,CASKIN2 (1 of 3),1581
C7968809.g1,ENSDARG00000056200,abcb9,808
C7969987.g1,ENSDARG00000005901,AIM1L,1808
C7970517.g1,ENSDARG00000063141,r3hdm1,1454
C7970701.g1,ENSDARG00000089345,CU915778.2,760
C7970857.g1,ENSDARG00000006607,gpr27,2240
C7971477.g1,ENSDARG00000025027,gpsm2l,843
C7971931.g1,ENSDARG00000088911,CR774179.2,873
C7972909.g1,ENSDARG00000073898,,821
C7972975.g1,ENSDARG00000071211,C11H1orf50,770
C7973419.g1,ENSDARG00000088689,si:ch211-201o1.1,381
C7973945.g1,,,745
C7974111.g1,,,1947
C7974571.g1,ENSDARG00000067751,si:rp71-68n21.9,526
C7975153.g1,ENSDARG00000044167,padi2,565
C7976061.g1,,,983
C7976083.g1,ENSDARG00000058630,BDP1 (1 of 2),1102
C7976629.g1,,,420
C7976629.g2,ENSDARG00000059832,bai3,454
C7977555.g1,,,1126
C7977851.g1,ENSDARG00000043257,ckbb,858
C7978713.g1,,,782
C7978923.g1,ENSDARG00000001777,nup155,1274
C7979641.g1,,,1022
C7979653.g1,,,1151
C7979655.g1,,,456
C7979833.g1,ENSDARG00000075331,golga4,872
C7979885.g1,,,866
C7980055.g1,,,455
C7980277.g1,ENSDARG00000061759,kdm6a,594
C7980347.g1,,,420
C7980451.g1,,,988
C7981449.g1,ENSDARG00000077764,FAAH,896
C7982117.g1,ENSDARG00000058305,MTMR3 (1 of 2),1391
C7982267.g1,,,1777
C7982491.g1,ENSDARG00000077839,DHX30,626
C7982815.g1,ENSDARG00000007955,iars,123
C7983507.g1,,,927
C7984307.g1,ENSDARG00000008884,hprt1,505
C7984315.g1,,,1153
C7984347.g1,ENSDARG00000037894,ezh1,557
C7984389.g1,ENSDARG00000005446,ckap5,1065
C7985077.g1,,,740
C7985129.g1,ENSDARG00000075188,adamts10,701
C7985815.g1,ENSDARG00000087657,fasn,1208
C7986019.g1,ENSDARG00000036811,ifrd2,2043
C7986297.g1,ENSDARG00000077760,ascc1,656
C7986297.g2,ENSDARG00000077760,ascc1,746
C7986836.g1,ENSDARG00000004325,casp9,1226
C7986948.g1,ENSDARG00000036159,trhrb,1456
C7987552.g1,ENSDARG00000014939,KCNN2,1287
C7987668.g1,,,205
C7987668.g2,ENSDARG00000096457,si:dkey-118j18.2,523
C7988434.g1,ENSDARG00000074471,vps39,1155
C7988816.g1,,,936
C7990484.g1,ENSDARG00000042138,selp,771
C7990884.g1,ENSDARG00000013526,SVEP1,1087
C7990970.g1,ENSDARG00000011407,COL2A1 (2 of 2),306
C7991876.g1,ENSDARG00000062325,shank2,2383
C7992120.g1,ENSDARG00000056639,RLTPR,1772
C7992804.g1,ENSDARG00000063068,syne1b,946
C7993022.g1,ENSDARG00000035308,GRB10 (1 of 2),1258
C7993060.g1,ENSDARG00000005620,ehd1a,1123
C7993310.g1,,,393
C7993568.g1,,,1692
C7993856.g1,ENSDARG00000006832,GALNT9,1029
C7994428.g1,ENSDARG00000054181,valopb,1155
C7995692.g1,,,1683
C7995792.g1,ENSDARG00000043394,si:dkey-71h2.2,367
C7997118.g1,ENSDARG00000075783,HMGXB4 (1 of 2),1165
C7997382.g1,,,187
C7997482.g1,ENSDARG00000076267,MYOCD,3118
C7997512.g1,ENSDARG00000058346,sass6,1205
C7997710.g1,,,521
C7998088.g1,ENSDARG00000091847,,2100
C7998264.g1,ENSDARG00000063218,ppm1la,886
C7998588.g1,ENSDARG00000088063,NHLRC3,859
C7998880.g1,,,1440
C7998880.g2,,,321
C7999008.g1,ENSDARG00000003091,oclnb,1019
C7999106.g1,,,2684
C7999324.g1,ENSDARG00000077459,RIC3 (1 of 2),1651
C8000496.g1,ENSDARG00000040463,BX088718.1,1807
C8000506.g1,ENSDARG00000032326,mecr,994
C8000602.g1,,,232
C8000750.g1,ENSDARG00000088730,ARHGAP6,815
C8001712.g1,ENSDARG00000089187,wfdc2,698
C8001712.g2,ENSDARG00000062770,snx21,1438
C8001766.g1,ENSDARG00000037285,mipa,850
C8002822.g1,,,2198
C8003160.g1,ENSDARG00000024381,msto1,1094
C8003668.g1,ENSDARG00000056449,BX321875.1,1431
C8004208.g1,,,279
C8004212.g1,ENSDARG00000054184,btr06,783
C8004570.g1,,,1289
C8004738.g1,ENSDARG00000045417,fam49bb,1472
C8005000.g1,ENSDARG00000008447,fkbp4,963
C8005418.g1,ENSDARG00000071560,dlx4b,194
C8005640.g1,,,296
C8005762.g1,ENSDARG00000015254,fzr1,1138
C8005994.g1,ENSDARG00000091576,TMEM216,1759
C8006362.g1,ENSDARG00000056781,CR853281.1,1642
C8007014.g1,ENSDARG00000031587,flvcr1,720
C8007450.g1,ENSDARG00000088072,USP43 (1 of 2),263
C8007754.g1,,,2084
C8008010.g1,,,431
C8008140.g1,ENSDARG00000077343,,1805
C8008332.g1,,,2321
C8008354.g1,ENSDARG00000041960,OLFM4 (1 of 2),792
C8008482.g1,ENSDARG00000022698,lad1,379
C8008730.g1,ENSDARG00000041724,glipr2,627
C8008844.g1,ENSDARG00000019231,spna2,1143
C8009208.g1,,,396
C8009656.g1,ENSDARG00000087122,BX511061.2,891
C8011524.g1,ENSDARG00000015263,ADM (1 of 2),1578
C8011856.g1,ENSDARG00000079414,SEZ6 (1 of 2),293
C8011868.g1,ENSDARG00000060323,exoc5,1366
C8013626.g1,,,870
C8013672.g1,,,3202
C8014376.g1,ENSDARG00000054666,pgpep1,2554
C8014500.g1,ENSDARG00000021833,ahr2,188
C8014722.g1,,,456
C8015270.g1,,,84
C8015994.g1,,,721
C8015994.g2,ENSDARG00000059874,ABCC1,2312
C8016124.g1,ENSDARG00000015111,ddx39ab,638
C8016124.g2,,,456
C8016136.g1,ENSDARG00000006008,dct,3308
C8016148.g1,,,858
C8016536.g1,ENSDARG00000014292,med15,1504
C8016758.g1,ENSDARG00000058263,zgc:113279,1035
C8016782.g1,ENSDARG00000060085,kcnq3,2828
C8017484.g1,ENSDARG00000067730,trpc6b,225
C8017786.g1,,,2811
C8018008.g1,ENSDARG00000035750,ccnd1,2427
C8018616.g1,,,2986
C8018914.g1,ENSDARG00000094052,taok3b,2455
C8019080.g1,ENSDARG00000069806,SSTR2 (1 of 2),2968
C8019480.g1,ENSDARG00000068221,hbl1,1188
C8019572.g1,ENSDARG00000010514,CXCR5,3200
C8020176.g1,,,1007
C8020290.g1,ENSDARG00000002016,ppil2,496
C8021532.g1,,,430
C8021864.g1,ENSDARG00000027919,BX323854.1,1914
C8022390.g1,ENSDARG00000089087,ba1,662
C8022734.g1,ENSDARG00000070121,rhoh,1574
C8023274.g1,ENSDARG00000060504,PFKL (1 of 2),1055
C8023422.g1,ENSDARG00000015240,cdkl5,1240
C8023484.g1,ENSDARG00000071865,nrp1a,1010
C8023550.g1,,,302
C8023854.g1,,,704
C8023854.g2,,,1207
C8025964.g1,,,374
C8026740.g1,ENSDARG00000074915,etaa1,2665
C8027612.g1,ENSDARG00000028335,hmga1a,361
C8028536.g1,,,1562
C8028622.g1,ENSDARG00000076584,PATZ1,1652
C8028762.g1,,,2446
C8029594.g1,ENSDARG00000089023,,1208
C8030212.g1,,,675
C8030312.g1,ENSDARG00000078459,cux1a,111
C8030436.g1,ENSDARG00000095793,si:dkey-85n7.8,1006
C8031374.g1,,,178
C8031666.g1,ENSDARG00000074289,tuba4l,1460
C8032322.g1,ENSDARG00000020232,eif6,3139
C8032800.g1,ENSDARG00000068637,CR388129.1,3075
C8032844.g1,ENSDARG00000086075,ttc3,1601
C8032986.g1,,,733
C8033122.g1,,,747
C8033290.g1,,,399
C8033554.g1,ENSDARG00000061259,sost,2554
C8033756.g1,ENSDARG00000079024,RPS6KL1,1198
C8034604.g1,,,2159
C8036700.g1,ENSDARG00000015355,fosl1a,1439
C8036724.g1,ENSDARG00000079468,,2259
C8037138.g1,ENSDARG00000087813,GPR112 (1 of 2),1869
C8037290.g1,,,320
C8037626.g1,ENSDARG00000092106,si:ch211-214p13.8,743
C8038124.g1,ENSDARG00000011934,gyg1a,1870
C8038920.g1,,,1226
C8039610.g1,,,1699
C8040366.g1,ENSDARG00000089937,dio3a,2607
C8040394.g1,ENSDARG00000014385,chek1,424
C8040394.g2,ENSDARG00000069762,CCDC11,1735
C8040504.g1,ENSDARG00000061186,ITGA4,960
C8040934.g1,ENSDARG00000013025,ints6,2069
C8041918.g1,ENSDARG00000073857,klf7a,453
C8042416.g1,ENSDARG00000014962,ppp3cca,263
C8042815.g1,ENSDARG00000077715,GRIK3,315
C8043079.g1,,,1136
C8043241.g1,ENSDARG00000053087,mthfr,2015
C8043305.g1,ENSDARG00000023683,cacna1f,1581
C8043495.g1,ENSDARG00000037928,ddx42,1890
C8044164.g1,ENSDARG00000090108,DBNDD1,1439
C8044164.g2,ENSDARG00000079651,FP245543.2,930
C8044662.g1,ENSDARG00000019649,sept7b,515
C8045814.g1,,,716
C8045820.g1,ENSDARG00000034268,slit3,144
C8045944.g1,ENSDARG00000045438,GJD4,1310
C8046588.g1,ENSDARG00000075383,,3283
C8046882.g1,ENSDARG00000088398,tmem107l,1769
C8046962.g1,,,934
C8047590.g1,ENSDARG00000061437,inpp5f,1502
C8047736.g1,ENSDARG00000038248,GGACT (3 of 3),835
C8048358.g1,ENSDARG00000006584,phf8,3165
C8048614.g1,,,922
C8048644.g1,ENSDARG00000034572,gpr143,1024
C8049594.g1,ENSDARG00000056378,ifi30,1041
C8050272.g1,ENSDARG00000056549,vps26a,1389
C8050274.g1,ENSDARG00000039941,,2490
C8050506.g1,ENSDARG00000078199,ino80da,3037
C8050506.g2,,,1671
C8050562.g1,,,413
C8050874.g1,,,1515
C8051102.g1,ENSDARG00000023536,nnt,583
C8051512.g1,ENSDARG00000059276,hoxd4a,3236
C8052380.g1,,,3608
C8052488.g1,ENSDARG00000045823,CU041386.1,1848
C8052648.g1,,,921
C8052708.g1,ENSDARG00000019231,spna2,2529
C8052888.g1,ENSDARG00000087327,CBX8 (2 of 2),1752
C8053162.g1,ENSDARG00000003845,chm,1516
C8053424.g1,ENSDARG00000040009,PALLD,1673
C8054540.g1,,,393
C8054560.g1,ENSDARG00000086961,,1020
C8054716.g1,,,176
C8055202.g1,ENSDARG00000011955,adck4,1816
C8055684.g1,ENSDARG00000060309,SRGAP3,336
C8055842.g1,ENSDARG00000040657,wipi1,917
C8055842.g2,ENSDARG00000090369,zgc:86896,1136
C8055940.g1,ENSDARG00000062849,kcnk10a,3196
C8055946.g1,,,810
C8055958.g1,ENSDARG00000063481,si:ch211-214j24.15,1212
C8055958.g2,ENSDARG00000063481,si:ch211-214j24.15,878
C8056716.g1,ENSDARG00000032083,dpysl2b,1560
C8057378.g1,ENSDARG00000031565,ftr67,293
C8058136.g1,,,454
C8058136.g2,,,311
C8058448.g1,ENSDARG00000075867,MKL1 (2 of 2),545
C8059294.g1,ENSDARG00000005397,trim3b,1365
C8059948.g1,,,248
C8060108.g1,ENSDARG00000075759,CU464134.1,3633
C8060382.g1,ENSDARG00000071331,ryr3,2023
C8060394.g1,,,902
C8060440.g1,ENSDARG00000074480,cnksr2,430
C8060682.g1,ENSDARG00000095274,si:ch211-278p9.2,2486
C8060686.g1,ENSDARG00000000068,slc9a3r1,907
C8060686.g2,ENSDARG00000071319,NARF (2 of 2),1645
C8061404.g1,,,3023
C8061404.g2,,,714
C8061610.g1,ENSDARG00000013266,colec11,887
C8061710.g1,ENSDARG00000014058,rab36,582
C8061946.g1,ENSDARG00000006112,myof,2399
C8062126.g1,ENSDARG00000054181,valopb,1104
C8062900.g1,ENSDARG00000003795,IDH2,495
C8062900.g2,ENSDARG00000014680,znf710a,2128
C8063008.g1,,,206
C8063070.g1,ENSDARG00000069289,gabpa,2012
C8063070.g2,ENSDARG00000079071,jam2b,981
C8063192.g1,ENSDARG00000007665,hspbp1,885
C8063266.g1,ENSDARG00000005789,enpp1,1324
C8064224.g1,,,184
C8064224.g2,ENSDARG00000075842,pigt,2554
C8064430.g1,ENSDARG00000020781,col4a2,1767
C8064612.g1,ENSDARG00000030133,fkbp6,801
C8064612.g2,ENSDARG00000030133,fkbp6,801
C8064979.g1,,,794
C8064979.g2,ENSDARG00000005897,dera,3866
C8065121.g1,ENSDARG00000014277,vox,1390
C8065197.g1,ENSDARG00000093049,btr22,2897
C8065645.g1,ENSDARG00000007358,cxcr3.1,4749
C8067173.g1,ENSDARG00000007429,ndor1,898
C8067173.g2,ENSDARG00000067982,gpr107,1648
C8067651.g1,,,2563
C8067725.g1,ENSDARG00000044417,disp1,4163
C8067791.g1,ENSDARG00000038538,ccdc37,3619
C8067791.g2,ENSDARG00000052351,ZXDA,3755
C8067921.g1,ENSDARG00000076518,mettl1,1187
C8068143.g1,ENSDARG00000088414,ate1,3266
C8068143.g2,,,3110
C8068227.g1,ENSDARG00000058220,tada3l,1786
C8068227.g2,ENSDARG00000058225,arpc4l,1552
C8068891.g1,ENSDARG00000056259,TMEM131,2292
C8068931.g1,,,740
C8069177.g1,ENSDARG00000077270,INCENP,1437
C8069177.g2,ENSDARG00000013015,ANKRD30B,1352
C8070321.g1,ENSDARG00000013561,pgm1,1347
C8071083.g1,ENSDARG00000078762,TMEM169 (1 of 2),2866
C8071083.g2,,,2446
C8071083.g3,ENSDARG00000060504,PFKL (1 of 2),1141
C8071227.g1,ENSDARG00000079995,OVOL3,897
C8071227.g2,,,989
C8071859.g1,ENSDARG00000094678,si:dkey-9i23.6,2737
C8071859.g2,ENSDARG00000051989,tmem187,2627
C8071859.g3,ENSDARG00000095407,si:dkey-9i23.8,434
C8072045.g1,ENSDARG00000018621,slc6a19a,770
C8072077.g1,ENSDARG00000073771,TBC1D12 (1 of 2),3027
C8072259.g1,ENSDARG00000053210,psd3l,4265
C8072891.g1,ENSDARG00000092466,thbs2a,1625
C8073151.g1,ENSDARG00000055389,SRRM2,3569
C8073243.g1,ENSDARG00000058262,CU929328.1,1394
C8073243.g2,ENSDARG00000051809,btr12,1741
C8073581.g1,ENSDARG00000060120,GLYCTK,1197
C8073581.g2,ENSDARG00000060120,GLYCTK,2132
C8073926.g1,ENSDARG00000044341,CHST7,4758
C8073926.g2,ENSDARG00000076754,slc9a7,3022
C8074166.g1,ENSDARG00000012482,pclob,10020
C8074330.g1,ENSDARG00000037656,C17H2orf71,4091
C8074330.g2,ENSDARG00000037656,C17H2orf71,4095
C8075721.g1,ENSDARG00000013015,ANKRD30B,3932
C8076041.g1,ENSDARG00000059812,sin3ab,3506
C8076399.g1,ENSDARG00000075993,CLIC5 (2 of 3),2173
C8076399.g2,ENSDARG00000006877,enpp4,3738
C8076879.g1,ENSDARG00000068732,spry4,4002
C8076935.g1,,,127
C8077159.g1,ENSDARG00000017173,si:dkey-29p10.4,4987
C8077679.g1,ENSDARG00000006773,elovl4a,2446
C8077679.g2,ENSDARG00000041363,dctn3,2169
C8077679.g3,ENSDARG00000041361,ttk,3463
C8077679.g4,ENSDARG00000014676,bckdhb,1226
scaffold10.g1,ENSDARG00000091755,KCNA6 (1 of 2),3203
scaffold10.g10,ENSDARG00000079492,KDM5A,7754
scaffold10.g11,ENSDARG00000087217,USP15,4860
scaffold10.g12,ENSDARG00000063684,ppm1h,5547
scaffold10.g13,ENSDARG00000089131,IL17RE,1128
scaffold10.g2,,,4877
scaffold10.g3,ENSDARG00000017108,KCNA1 (1 of 2),6508
scaffold10.g4,,,784
scaffold10.g5,ENSDARG00000061753,KCNA5,4441
scaffold10.g6,ENSDARG00000029738,fbln1,2497
scaffold10.g7,ENSDARG00000028842,trim24,2695
scaffold10.g8,ENSDARG00000028842,trim24,1905
scaffold10.g9,ENSDARG00000006215,akr1b1,1259
scaffold100.g1,,,812
scaffold10000.g1,ENSDARG00000078333,tmem234,1441
scaffold10000.g10,ENSDARG00000008947,rtf1,2955
scaffold10000.g11,ENSDARG00000039279,golga5,2926
scaffold10000.g12,ENSDARG00000078381,trip11,7496
scaffold10000.g13,ENSDARG00000039273,fbln5,2584
